Scheme Code;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Income )

ABN  AMRO Mutual Fund
105661;Reliance Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option;10.4416;10.4416;10.4416;20-Sep-2007
105662;Reliance Interval Fund Annual Interval Fund Series-I-Retail Plan-Dividend Option;10.4416;10.4416;10.4416;20-Sep-2007
105232;Reliance Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Dividend Option;10.0149;10.0149;10.0149;20-Sep-2007
105231;Reliance Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Growth Option;10.4673;10.4673;10.4673;20-Sep-2007
105229;Reliance Interval Fund-Monthly Interval Fund-Series-I-Retail Plan Growth Option;10.4628;10.4628;10.4628;20-Sep-2007

105230;Reliance Interval Fund-Monthly Interval Fund-Series-I-Retail Plan-Dividend Option;10.0147;10.0147;10.0147;20-Sep-2007
105402;Reliance Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Dividend Option;10.0514;10.0514;10.0514;20-Sep-2007
105399;Reliance Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Growth Option;10.4401;10.4401;10.4401;20-Sep-2007
105400;Reliance Interval Fund-Monthly Interval Fund-Series-II-Retail Plan Growth Option;10.4393;10.4393;10.4393;20-Sep-2007
105401;Reliance Interval Fund-Monthly Interval Fund-Series-II-Retail Plan-Dividend Option;10.0508;10.0508;10.0508;20-Sep-2007
105691;Reliance Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option;10.0958;10.0958;10.0958;20-Sep-2007
105690;Reliance Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan Growth Option;10.3638;10.3638;10.3638;20-Sep-2007
105689;Reliance Interval Fund-Quarterly Interval Fund Serie-II-Retail Plan Growth Option;10.3627;10.3627;10.3627;20-Sep-2007
105692;Reliance Interval Fund-Quarterly Interval Fund Serie-II-Retail Plan-Dividend Option;10.0976;10.0976;10.0976;20-Sep-2007
105436;Reliance Interval Fund-Quarterly Interval Fund-Series-I-Institutional Plan-Dividend Option;10.1932;10.1932;10.1932;20-Sep-2007
105435;Reliance Interval Fund-Quarterly Interval Fund-Series-I-Institutional Plan-Growth Option;10.4582;10.4582;10.4582;20-Sep-2007
105433;Reliance Interval Fund-Quarterly Interval Fund-Series-I-Retail Plan Growth Option;10.4584;10.4584;10.4584;20-Sep-2007
105434;Reliance Interval Fund-Quarterly Interval Fund-Series-I-Retail Plan-Dividend Option;10.1930;10.1930;10.1930;20-Sep-2007
105883;Reliance Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Dividend Option;10.0318;10.0318;10.0318;20-Sep-2007
105882;Reliance Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option;10.2541;10.2541;10.2541;20-Sep-2007
105885;Reliance Interval Fund-Quarterly Interval Fund-Series-III-Retail Plan Dividend Option;10.0311;10.0311;10.0311;20-Sep-2007
105884;Reliance Interval Fund-Quarterly Interval Fund-Series-III-Retail Plan Growth Option;10.2564;10.2564;10.2564;20-Sep-2007
105242;Reliance Liquid Plus Fund-Institutional Plan Growth Option;1045.8404;1045.8404;1045.8404;20-Sep-2007
105239;Reliance Liquid Plus Fund-Institutional Plan-Daily Dividend Option;1001.0905;1001.0905;1001.0905;20-Sep-2007
105244;Reliance Liquid Plus Fund-Institutional Plan-Monthly Dividend Option;1003.9509;1003.9509;1003.9509;20-Sep-2007
105240;Reliance Liquid Plus Fund-Institutional Plan-Weekly Dividend Option;1002.5139;1002.5139;1002.5139;20-Sep-2007
105234;Reliance Liquid Plus Fund-Retail Plan Bonus Option;1037.4864;1037.4864;1037.4864;20-Sep-2007
105233;Reliance Liquid Plus Fund-Retail Plan Growth Option;1044.3293;1044.3293;1044.3293;20-Sep-2007
105235;Reliance Liquid Plus Fund-Retail Plan-Daily Dividend Option;1000.8399;1000.8399;1000.8399;20-Sep-2007
105237;Reliance Liquid Plus Fund-Retail Plan-Monthly Dividend Option;1002.0639;1002.0639;1002.0639;20-Sep-2007
105238;Reliance Liquid Plus Fund-Retail Plan-Quarterly Dividend Option;1021.8510;1021.8510;1021.8510;20-Sep-2007
105236;Reliance Liquid Plus Fund-Retail Plan-Weekly Dividend option;1003.9451;1003.9451;1003.9451;20-Sep-2007
100859;Reliance Medium Term Fund-Retail Plan - Growth Plan Bonus Option;11.5447;11.4870;11.5447;20-Sep-2007
100856;Reliance Medium Term Fund-Retail Plan - Growth Plan Growth Option;16.1672;16.0864;16.1672;20-Sep-2007
100857;Reliance Medium Term Fund-Retail Plan - Monthly Dividend Plan;10.3850;10.3331;10.3850;20-Sep-2007
100858;Reliance Medium Term Fund-Retail Plan - Quarterly Dividend Plan;10.8830;10.8286;10.8830;20-Sep-2007
102172;Reliance Monthly Income Plan-Growth Plan;14.1029;14.1029;14.1029;20-Sep-2007
102173;Reliance Monthly Income Plan-Monthly Dividend Plan;11.3691;11.3691;11.3691;20-Sep-2007
102174;Reliance Monthly Income Plan-Quarterly Diviend Plan;11.6530;11.6530;11.6530;20-Sep-2007
102851;Reliance NRI Income Fund-Dividend Plan-Dividend Option;11.5171;11.4595;11.5171;20-Sep-2007
102849;Reliance NRI Income Fund-Growth Plan-Growth Option;11.5171;11.4595;11.5171;20-Sep-2007
101667;Reliance Short Term Fund-Dividend Re-investment Plan;10.5876;10.5876;10.5876;20-Sep-2007
101665;Reliance Short Term Fund-Growth Plan;13.7029;13.7029;13.7029;20-Sep-2007
101669;Reliance Short Term Fund-Quarterly Dividend Plan;12.8948;12.8948;12.8948;20-Sep-2007

Sahara Mutual Fund
101403;Sahara Income Fund-Dividend;11.1786;11.1786;11.1786;21-Sep-2007
101404;Sahara Income Fund-Growth;13.5783;13.5783;13.5783;21-Sep-2007
101575;Sahara Short Term Plan-Dividend;11.2452;11.2452;11.2452;4-Jul-2006
101576;Sahara Short Term Plan-Growth;12.4868;12.4868;12.4868;4-Jul-2006

SBI Mutual Fund
100640;SBI Magnum Income Fund-Bonus;12.3805;12.3186;12.3805;20-Sep-2007
100638;SBI Magnum Income Fund-Dividend;10.4034;10.3514;10.4034;20-Sep-2007
100639;SBI Magnum Income Fund-Growth;20.4395;20.3373;20.4395;20-Sep-2007
102054;SBI Magnum Income Plus Fund - Investment Plan (D);10.6301;10.5238;10.6301;20-Sep-2007
102053;SBI Magnum Income Plus Fund - Investment Plan (G);13.5287;13.3934;13.5287;20-Sep-2007
102056;SBI Magnum Income Plus Fund - Savings Plan (D);10.2229;10.1207;10.2229;20-Sep-2007
102055;SBI Magnum Income Plus Fund - Savings Plan (G);10.5676;10.4619;10.5676;20-Sep-2007
100929;SBI Magnum Monthly Income Plan-Dividend-Annually;11.0661;11.0108;11.0661;20-Sep-2007
100927;SBI Magnum Monthly Income Plan-Dividend-Monthly;10.8231;10.7690;10.8231;20-Sep-2007
100928;SBI Magnum Monthly Income Plan-Dividend-Quaterly;10.7984;10.7444;10.7984;20-Sep-2007
100968;SBI Magnum Monthly Income Plan - Growth;17.4879;17.4005;17.4879;20-Sep-2007
103409;SBI Magnum Monthly Income Plan-Floater-Dividend-(Annual);10.8217;10.8217;10.8217;20-Sep-2007
103400;SBI Magnum Monthly Income Plan-Floater-Dividend-(Monthly);10.3142;10.3142;10.3142;20-Sep-2007
103401;SBI Magnum Monthly Income Plan-Floater-Dividend-(Quarterly);10.4787;10.4787;10.4787;20-Sep-2007

103408;SBI Magnum Monthly Income Plan-Floater-Growth;11.2330;11.2330;11.2330;20-Sep-2007
102202;SBI MAGNUM NRI - SHORT TERM BOND PLAN-DIVIDEND;10.4396;10.4396;10.4396;20-Sep-2007
102201;SBI MAGNUM NRI - SHORT TERM BOND PLAN-GROWTH;10.7313;10.7313;10.7313;20-Sep-2007
102206;SBI MAGNUM NRI LONG TERM BOND PLAN-DIVIDEND;10.1770;10.1261;10.1770;20-Sep-2007
102205;SBI MAGNUM NRI LONG TERM BOND PLAN-GROWTH;10.7745;10.7206;10.7745;20-Sep-2007
106221;SBI Short Horizon Fund - Liquid Plus fund - Institutional Plan - Daily Dividend;10.0050;10.0050;10.0050;20-Sep-2007
106223;SBI Short Horizon Fund - Liquid Plus fund - Institutional Plan - Fortnightly Dividend;0;0;0;20-Sep-2007
106217;SBI Short Horizon Fund - Liquid Plus fund - Institutional Plan - Growth;10.1019;10.1019;10.1019;20-Sep-2007
106224;SBI Short Horizon Fund - Liquid Plus fund - Institutional Plan - Monthly Dividend;10.0533;10.0533;10.0533;20-Sep-2007
106222;SBI Short Horizon Fund - Liquid Plus fund - Institutional Plan - Weekly Dividend;10.0215;10.0215;10.0215;20-Sep-2007
106213;SBI Short Horizon Fund - Liquid Plus fund - Retail Plan - Daily Dividend;10.0048;10.0048;10.0048;20-Sep-2007
106215;SBI Short Horizon Fund - Liquid Plus fund - Retail Plan - fortnightly Dividend;0;0;0;20-Sep-2007
106212;SBI Short Horizon Fund - Liquid Plus fund - Retail Plan - Growth;10.0942;10.0942;10.0942;20-Sep-2007
106216;SBI Short Horizon Fund - Liquid Plus fund - Retail Plan - Monthly Dividend;10.0522;10.0522;10.0522;20-Sep-2007
106214;SBI Short Horizon Fund - Liquid Plus fund - Retail Plan - Weekly Dividend;10.0194;10.0194;10.0194;20-Sep-2007
106234;SBI SHORT HORIZON FUND-SHORT TERM FUND INSTITUTIONAL  DIVIDEND FORTNIGHTLY;0;0;0;20-Sep-2007
106233;SBI SHORT HORIZON FUND-SHORT TERM FUND INSTITUTIONAL  DIVIDEND MONTHLY;10.0477;10.0477;10.0477;20-Sep-2007
106232;SBI SHORT HORIZON FUND-SHORT TERM FUND INSTITUTIONAL  DIVIDEND WEEKLY;0;0;0;20-Sep-2007
106231;SBI SHORT HORIZON FUND-SHORT TERM FUND INSTTUTIONAL  GROWTH;0;0;0;20-Sep-2007
106230;SBI SHORT HORIZON FUND-SHORT TERM FUND RETAIL DIVIDEND FORTNIGHTLY;0;0;0;20-Sep-2007
106229;SBI SHORT HORIZON FUND-SHORT TERM FUND RETAIL DIVIDEND MONTHLY;10.0482;9.9980;10.0482;20-Sep-2007
106228;SBI SHORT HORIZON FUND-SHORT TERM FUND RETAIL DIVIDEND WEEKLY;10.0280;9.9779;10.0280;20-Sep-2007
106227;SBI SHORT HORIZON FUND-SHORT TERM FUND RETAIL GROWTH;10.0729;10.0225;10.0729;20-Sep-2007

Standard Chartered Mutual Fund
102342;GCF-Plan C-Daily Dividend;10.0005;10.0005;10.0005;20-Sep-2007
102340;GCF-Plan C-Growth;12.1749;12.1749;12.1749;20-Sep-2007
102343;GCF-Plan C-Monthly Dividend;0;0;0;20-Sep-2007
102341;GCF-Plan C-weekly Dividend;10.01;10.01;10.01;20-Sep-2007
101780;GCF Daily-Dividend(Institutional Plan);10.5816;10.5816;10.5816;20-Sep-2007
101760;GCF Dividend-Weekly(Institutional Plan);10.3093;10.3093;10.3093;20-Sep-2007
102348;GFRF-Plan C-Daily Dividend;10.0015;10.0015;10.0015;20-Sep-2007
102347;GFRF-Plan C-Growth;0;0;0;20-Sep-2007
102350;GFRF-Plan C-Monthly Divdend;0;0;0;20-Sep-2007
102349;GFRF-Plan C-Weekly Dividend;0;0;0;20-Sep-2007
101947;GFRF (Daily - Dividind);10.0699;10.0699;10.0699;20-Sep-2007
101948;GFRF (Dividend - Weekly);10.0759;10.0759;10.0759;20-Sep-2007
101773;GFRF - Growth(Institutional Plan);12.565;12.565;12.565;20-Sep-2007
101774;GFRF Dividend-Daily (Institutional Plan);10.0703;10.0703;10.0703;20-Sep-2007
101776;GFRF Dividend-Monthly(Institutional Plan);0;0;0;20-Sep-2007
101775;GFRF Dividend-Weekly(Institutional Plan);10.1005;10.1005;10.1005;20-Sep-2007
102558;GFRF Long Term-Plan A-Dividend Annual;10.581;10.581;10.581;20-Sep-2007
105437;GFRF Long Term-Plan A-Dividend Daily;10.003;10.003;10.003;20-Sep-2007
102559;GFRF Long Term-Plan A-Dividend Monthly;10.0507;10.0507;10.0507;20-Sep-2007
102557;GFRF Long Term-Plan A-Dividend Quarterly;10.3881;10.3881;10.3881;20-Sep-2007
102556;GFRF Long Term-Plan A-Growth;11.9476;11.9476;11.9476;20-Sep-2007
105432;GFRF Long Term-Plan B-Dividend Daily;10.003;10.003;10.003;20-Sep-2007
102563;GFRF Long Term-Plan B-Dividend Monthly;10.051;10.051;10.051;20-Sep-2007
102561;GFRF Long Term-Plan B-Dividend Quarterly;10.4639;10.4639;10.4639;20-Sep-2007
102564;GFRF Long Term-Plan B-Dividend Weekly;10.016;10.016;10.016;20-Sep-2007
102560;GFRF Long Term-Plan B-Growth;12.0393;12.0393;12.0393;20-Sep-2007
101100;Grindlays Cash Fund-Dividend (Daily);10.5819;10.5819;10.5819;20-Sep-2007
101099;Grindlays Cash Fund-Growth;14.1768;14.1768;14.1768;20-Sep-2007
101319;Grindlays Cash Fund - Dividend (Weekly);10.2011;10.2011;10.2011;20-Sep-2007
101632;Grindlays Cash Fund - Plan B (D) (Institutional Plan);0;0;0;20-Sep-2007
101248;Grindlays Cash Fund - Plan B (G) (Institutional Plan);14.2509;14.2509;14.2509;20-Sep-2007
101258;Grindlays Dynamic Bond Fund - GDBF (Annual Dividend);10.7214;10.7214;10.7214;20-Sep-2007
101279;Grindlays Dynamic Bond Fund - GDBF (Growth);14.2541;14.2541;14.2541;20-Sep-2007
101516;Grindlays Dynamic Bond Fund - GDBF (Quarterly Dividend);10.5199;10.5199;10.5199;20-Sep-2007
101455;Grindlays Government Securities Fund - IP (Growth);14.2512;14.2512;14.2512;20-Sep-2007
101177;Grindlays Government Securities Fund - IP (Qtr.Dividend);10.471;10.471;10.471;20-Sep-2007
101456;Grindlays Government Securities Fund - ST (Growth);13.0628;13.0628;13.0628;20-Sep-2007
101178;Grindlays Government Securities Fund - ST (Monthly Dividend);10.0859;10.0859;10.0859;20-Sep-2007
101179;Grindlays Government Securities Fund-IP(Annual Dividend);10.7218;10.7218;10.7218;20-Sep-2007
101458;Grindlays Government Securities Fund-IP(H.Yrly Dividend);10.674;10.674;10.674;20-Sep-2007
101180;Grindlays Government Securities Fund-ST (Quarterly Dividend);10.3688;10.3688;10.3688;20-Sep-2007
100031;Grindlays Super Saver Income Fund-GSSIF - ST-Dividend;10.0926;10.0926;10.0926;20-Sep-2007
100032;Grindlays Super Saver Income Fund-GSSIF - ST-Growth;15.5845;15.5845;15.5845;20-Sep-2007
100030;Grindlays Super Saver Income Fund-GSSIF-Annual Dividend;10.6931;10.6931;10.6931;20-Sep-2007

100029;Grindlays Super Saver Income Fund-GSSIF-Growth;17.6834;17.6834;17.6834;20-Sep-2007
100027;Grindlays Super Saver Income Fund-GSSIF-Half Yearly Dividend;10.6644;10.6644;10.6644;20-Sep-2007
100028;Grindlays Super Saver Income Fund-GSSIF-Quaterly Dividend;10.5752;10.5752;10.5752;20-Sep-2007
101633;GSSIF - Short Term (D) Plan B - Institutional Plan;10.0711;10.0711;10.0711;20-Sep-2007
101735;GSSIF - Short Term - (G) Plan B ( Inst. Plan);10.3045;10.3045;10.3045;20-Sep-2007
102015;GSSIF- MT(Div Bimonthly);10.1491;10.1491;10.1491;20-Sep-2007
104137;GSSIF-MT-Plan A-Monthly;10.0298;10.0298;10.0298;20-Sep-2007
102373;GSSIF-MT-Plan C-Growth;10.5869;10.5869;10.5869;2-Sep-2006
102376;GSSIF-MT-Plan D-Dividend-BM;9.9985;9.9985;9.9985;2-Sep-2006
102375;GSSIF-MT-Plan D-Growth;10.0325;10.0325;10.0325;2-Sep-2006
104045;GSSIF-MT(Fortnightly Dividend);10.0514;10.0514;10.0514;20-Sep-2007
101654;GSSIF-MT(Growth);12.3348;12.3348;12.3348;20-Sep-2007
105431;GSSIF-MT-DAILY DIVIDEND;10.0492;10.0492;10.0492;20-Sep-2007
104155;GSSIF-ST-Plan A- Fortnightly Dividend;10.0757;10.0757;10.0757;20-Sep-2007
104157;GSSIF-ST-Plan B- Fortnightly Dividend;10.0761;10.0761;10.0761;20-Sep-2007
104156;GSSIF-ST-Plan C- Fortnightly Dividend;10.0759;10.0759;10.0759;20-Sep-2007
102364;GSSIF-ST-Plan C-Dividend;0;0;0;20-Sep-2007
102363;GSSIF-ST-Plan C-Growth;11.5707;11.5707;11.5707;20-Sep-2007
102366;GSSIF-ST-Plan D-Dividend;0;0;0;20-Sep-2007
102365;GSSIF-ST-Plan D-Growth;0;0;0;20-Sep-2007

Sundaram BNP Paribas Mutual Fund
101545;Sundaram BNP Paribas Income Plus-Appreciation;13.3157;13.3157;13.3157;20-Sep-2007
101544;Sundaram BNP Paribas Income Plus-Dividend;10.8136;10.8136;10.8136;20-Sep-2007
102176;Sundaram  BNP Paribas Monthly Income Plan-Quarterly-Dividend;10.5544;10.5544;10.5544;20-Sep-2007
102178;Sundaram BNP Paribas  Monthly Income Plan-Growth;13.2642;13.2642;13.2642;20-Sep-2007
102177;Sundaram BNP Paribas  Monthly Income Plan-Half-yearly Dividend;10.7826;10.7826;10.7826;20-Sep-2007
102175;Sundaram BNP Paribas  Monthly Income Plan-Monthly Dividend;10.3457;10.3457;10.3457;20-Sep-2007
106553;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN A INST  DIVIDEND;10.0202;10.0202;0.0000;20-Sep-2007
106555;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN A INST  GROWTH;10.0202;10.0202;0.0000;20-Sep-2007
106556;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN A REGULAR DIVIDEND;10.0202;10.0202;0.0000;20-Sep-2007
106554;SUNDARAM BNP PARIBAS FIXED INCOME INTERVAL FUND QTRLY PLAN A REGULAR GROWTH;10.0202;10.0202;0.0000;20-Sep-2007
105554;Sundaram BNP Paribas Liquid Plus Inst Daily Dividend;10.0170;10.0170;0.0000;20-Sep-2007
105560;Sundaram BNP Paribas Liquid Plus Inst Fortnightly  Dividend;0.0000;0.0000;0.0000;20-Sep-2007
105562;Sundaram BNP Paribas Liquid Plus Inst Growth;10.3451;10.3451;0.0000;20-Sep-2007
105561;Sundaram BNP Paribas Liquid Plus Inst Monthly  Dividend;10.0907;10.0907;0.0000;20-Sep-2007
105555;Sundaram BNP Paribas Liquid Plus Inst Qtrly   Dividend;0.0000;0.0000;0.0000;20-Sep-2007
105559;Sundaram BNP Paribas Liquid Plus Inst Weekly  Dividend;10.1575;10.1575;0.0000;20-Sep-2007
105553;Sundaram BNP Paribas Liquid Plus Regular Daily Dividend;10.0170;10.0170;0.0000;20-Sep-2007
105550;Sundaram BNP Paribas Liquid Plus Regular fortnightly   Dividend;0.0000;0.0000;0.0000;20-Sep-2007
105564;Sundaram BNP Paribas Liquid Plus Regular Growth;10.3434;10.3434;0.0000;20-Sep-2007
105551;Sundaram BNP Paribas Liquid Plus Regular Monthly    Dividend;0.0000;0.0000;0.0000;20-Sep-2007
105552;Sundaram BNP Paribas Liquid Plus Regular Quarterly    Dividend;10.2186;10.2186;0.0000;20-Sep-2007
105549;Sundaram BNP Paribas Liquid Plus Regular Weekly  Dividend;0.0000;0.0000;0.0000;20-Sep-2007
105565;Sundaram BNP Paribas Liquid Plus Super Inst Daily Dividend;10.0170;10.0170;0.0000;20-Sep-2007
105557;Sundaram BNP Paribas Liquid Plus Super Inst Fortnightly Dividend;0.0000;0.0000;0.0000;20-Sep-2007
105563;Sundaram BNP Paribas Liquid Plus Super Inst Growth;10.3579;10.3579;0.0000;20-Sep-2007
105566;Sundaram BNP Paribas Liquid Plus Super Inst Monthly Dividend;0.0000;0.0000;0.0000;20-Sep-2007
105558;Sundaram BNP Paribas Liquid Plus Super Inst Qtrly Dividend;0.0000;0.0000;0.0000;20-Sep-2007
105556;Sundaram BNP Paribas Liquid Plus Super Inst Weekly Dividend;0.0000;0.0000;0.0000;20-Sep-2007
100610;Sundaram BNP Paribas  Bond Saver-Annual Dividend;10.2931;10.2931;10.2931;20-Sep-2007
100604;Sundaram BNP Paribas Bond Saver-Bonus Option;12.3678;12.3678;12.3678;20-Sep-2007
100603;Sundaram BNP Paribas Bond Saver-Growth;23.4943;23.4943;23.4943;20-Sep-2007
100609;Sundaram BNP Paribas Bond Saver-Half-Yearly Dividend;10.4422;10.4422;10.4422;20-Sep-2007
100611;Sundaram BNP Paribas Bond Saver-Institutional Plan - Bonus Option;12.0745;12.0745;12.0745;20-Sep-2007
100607;Sundaram BNP Paribas Bond Saver-Institutional Plan(Annual Dividend);0.0000;0.0000;0.0000;20-Sep-2007
100608;Sundaram BNP Paribas Bond Saver-Institutional Plan(Growth);0.0000;0.0000;0.0000;20-Sep-2007
100606;Sundaram BNP Paribas Bond Saver-Institutional Plan(Half-Yearly Dividend);0.0000;0.0000;0.0000;20-Sep-2007
100605;Sundaram BNP Paribas Bond Saver-Institutional Plan(Qtrly Dividend);10.3393;10.3393;10.3393;20-Sep-2007
100602;Sundaram BNP Paribas Bond Saver-Qtrly Dividend;10.3387;10.3387;10.3387;20-Sep-2007
101572;Sundaram BNP Paribas  Select  Debt-Dynamic Asset Plan-Half-yearly Dividend;10.2985;10.2985;10.2985;20-Sep-2007
101571;Sundaram BNP Paribas  Select  Debt-Dynamic Asset Plan-Quarterly Dividend;10.1605;10.1605;10.1605;20-Sep-2007
101554;Sundaram BNP Paribas Select  Debt-3-Year Asset Plan-Annual Div;0.0000;0.0000;0.0000;20-Sep-2007
101555;Sundaram BNP Paribas Select  Debt-3-Year Asset Plan-Appreciation Option;0.0000;0.0000;0.0000;20-Sep-2007
101553;Sundaram BNP Paribas Select  Debt-3-Year Asset Plan-Half-Yearly Div;0.0000;0.0000;0.0000;20-Sep-2007
101552;Sundaram BNP Paribas Select  Debt-3-Year Asset Plan-Quarterly Div;0.0000;0.0000;0.0000;20-Sep-2007

101569;Sundaram BNP Paribas Select  Debt-5-Year Asset Plan-Annual Div;0.0000;0.0000;0.0000;20-Sep-2007
101570;Sundaram BNP Paribas Select  Debt-5-Year Asset Plan-Appreciation Option;0.0000;0.0000;0.0000;20-Sep-2007
101568;Sundaram BNP Paribas Select  Debt-5-Year Asset Plan-Half-Yearly Div;0.0000;0.0000;0.0000;20-Sep-2007
101567;Sundaram BNP Paribas Select  Debt-5-Year Asset Plan-Quarterly Div;0.0000;0.0000;0.0000;20-Sep-2007
101573;Sundaram BNP Paribas Select  Debt-Dynamic Asset Plan-Annual Divided;10.2689;10.2689;10.2689;20-Sep-2007
101574;Sundaram BNP Paribas Select  Debt-Dynamic Asset Plan-Appreciation;13.1795;13.1795;13.1795;20-Sep-2007
101558;Sundaram BNP Paribas Select  Debt-Long-Term Asset Plan-Annual Div;0.0000;0.0000;0.0000;20-Sep-2007
101559;Sundaram BNP Paribas Select  Debt-Long-Term Asset Plan-Appreciation Option;0.0000;0.0000;0.0000;20-Sep-2007
101557;Sundaram BNP Paribas Select  Debt-Long-Term Asset Plan-Half-Yearly Div;0.0000;0.0000;0.0000;20-Sep-2007
101556;Sundaram BNP Paribas Select  Debt-Long-Term Asset Plan-Quarterly Div;0.0000;0.0000;0.0000;20-Sep-2007
101562;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Annual Div;10.4529;10.4529;10.4529;20-Sep-2007
101563;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Appreciation Option;13.5422;13.5422;13.5422;20-Sep-2007
101565;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Fortnighty Dividend Reinvst;10.7837;10.7837;10.7837;20-Sep-2007
101561;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Half-Yearly Div;10.6139;10.6139;10.6139;20-Sep-2007
101566;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Monthly Dividend Reinvst;10.7167;10.7167;10.7167;20-Sep-2007
101560;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Quarterly Div;10.5533;10.5533;10.5533;20-Sep-2007
101564;Sundaram BNP Paribas Select  Debt-Short-term Asset Plan-Weekly Dividend Reinvst;11.1458;11.1458;11.1458;20-Sep-2007

Tata Mutual Fund
101224;Tata Dynamic Bond Fund A - Dividend;10.3469;10.2952;10.3469;20-Sep-2007
101909;Tata Dynamic Bond Fund A - Growth;12.5627;12.4999;12.5627;20-Sep-2007
102031;Tata Dynamic Bond Fund B - Dividend;10.1771;10.1262;10.1771;20-Sep-2007
101910;Tata Dynamic Bond Fund B - Growth;12.5673;12.5045;12.5673;20-Sep-2007
102572;Tata Fixed Horizon Annual Aug 04 App;0.0000;0.0000;0.0000;4-Jan-2006
102571;Tata Fixed Horizon Annual Aug 04 Div;0.0000;0.0000;0.0000;4-Jan-2006
102857;Tata Fixed Horizon Annual Plan 3 (Nov 04) (App);0.0000;0.0000;0.0000;4-Jan-2006
102748;Tata Fixed Horizon Annual Sept  04 App;0.0000;0.0000;0.0000;4-Jan-2006
102876;Tata Fixed Horizon Fund Annual Jan 05 Appr;0.0000;0.0000;0.0000;7-Sep-2007
102845;Tata Fixed Horizon Qrtly Dividend (Nov 04);0.0000;0.0000;0.0000;4-Jan-2006
102568;Tata Fixed Horizon Qtrly Aug04 App;0.0000;0.0000;0.0000;4-Jan-2006
102567;Tata Fixed Horizon Qtrly Aug04 Div;0.0000;0.0000;0.0000;4-Jan-2006
102747;Tata Fixed Horizon Qtrly Sept 04 Div;0.0000;0.0000;0.0000;4-Jan-2006
100416;Tata Income Fund - Div Qtrly;10.3760;10.1685;10.3760;20-Sep-2007
100417;Tata Income Fund - Div Semi;10.9142;10.6959;10.9142;20-Sep-2007
100418;Tata Income Fund - Growth;25.9452;25.4263;25.9452;20-Sep-2007
101419;Tata Income Fund - Growth Bonus Option;12.9844;12.7247;12.9844;20-Sep-2007
101186;Tata Income Fund Appreciation - Per  Dividend;15.0410;14.7402;15.0410;20-Sep-2007
101856;Tata Income Plus Fund - Option C Dividend;0.0000;0.0000;0.0000;14-Sep-2007
101966;Tata Income Plus Fund - Option C Growth;0.0000;0.0000;0.0000;14-Sep-2007
101703;Tata Income Plus Fund A - Growth Option;12.8887;12.8887;12.8887;20-Sep-2007
101605;Tata Income Plus Fund A - Income / Bonus Option;10.4380;10.4380;10.4380;20-Sep-2007
101704;Tata Income Plus Fund B - Growth Option;12.9231;12.9231;12.9231;20-Sep-2007
101606;Tata Income Plus Fund B - Income / Bonus Option;10.4539;10.4539;10.4539;20-Sep-2007
102283;Tata M I P Plus Fund - Growth;12.7975;12.7335;12.7975;20-Sep-2007
102282;Tata M I P Plus Fund - Half Yearly Dividend;10.9860;10.9311;10.9860;20-Sep-2007
102280;Tata M I P Plus Fund - Monthly Dividend;10.7138;10.6602;10.7138;20-Sep-2007
102281;Tata M I P Plus Fund - Quarterly Dividend;10.6685;10.6152;10.6685;20-Sep-2007
102118;Tata Monthly Income Fund - Qrtly Option;11.9922;11.9322;11.9922;20-Sep-2007
101609;Tata Monthly Income Fund - Regular;11.8150;11.7559;11.8150;20-Sep-2007
101906;Tata Monthly Income Fund Growth;15.2862;15.2098;15.2862;20-Sep-2007
101548;Tata Short Term Bond Fund - App Option;14.0059;14.0059;14.0059;20-Sep-2007
101547;Tata Short Term Bond Fund - Reg Income Option;11.1918;11.1918;11.1918;20-Sep-2007
106130;Tata Treasury Manager Fund High Investment Plan Daily Dividend;1001.0000;1001.0000;1001.0000;20-Sep-2007
106129;Tata Treasury Manager Fund High Investment Plan Growth;1015.4344;1015.4344;1015.4344;20-Sep-2007
106132;Tata Treasury Manager Fund High Investment Plan Monthly Dividend;1005.9632;1005.9632;1005.9632;20-Sep-2007
106131;Tata Treasury Manager Fund High Investment Plan Weekly Dividend;1001.4183;1001.4183;1001.4183;20-Sep-2007
